#group,false,false,false,false,false,true,false,false
#datatype,string,long,string,dateTime:RFC3339,dateTime:RFC3339,dateTime:RFC3339,string,string
#default,_result,,,,,,,
,result,table,_field,_start,_stop,_time,_value,equipmentId
,,110,energy,2022-04-03T16:00:00Z,2022-05-03T15:59:59Z,2022-04-08T06:00:00Z,0.5131298796575335,122937
,,110,samples,2022-04-03T16:00:00Z,2022-05-03T15:59:59Z,2022-04-08T06:00:00Z,120,122937
,,111,energy,2022-04-03T16:00:00Z,2022-05-03T15:59:59Z,2022-04-08T07:00:00Z,0.36460808380384657,122937
,,111,samples,2022-04-03T16:00:00Z,2022-05-03T15:59:59Z,2022-04-08T07:00:00Z,120,122937
,,112,energy,2022-04-03T16:00:00Z,2022-05-03T15:59:59Z,2022-04-08T08:00:00Z,0.4200076420846558,122937
,,112,samples,2022-04-03T16:00:00Z,2022-05-03T15:59:59Z,2022-04-08T08:00:00Z,120,122937
,,113,energy,2022-04-03T16:00:00Z,2022-05-03T15:59:59Z,2022-04-08T09:00:00Z,0.45896941558558996,122937
,,113,samples,2022-04-03T16:00:00Z,2022-05-03T15:59:59Z,2022-04-08T09:00:00Z,120,122937
,,114,energy,2022-04-03T16:00:00Z,2022-05-03T15:59:59Z,2022-04-08T10:00:00Z,0.2860244681651434,122937
,,114,samples,2022-04-03T16:00:00Z,2022-05-03T15:59:59Z,2022-04-08T10:00:00Z,120,122937
,,115,energy,2022-04-03T16:00:00Z,2022-05-03T15:59:59Z,2022-04-08T11:00:00Z,0.265562650580279,122937
,,115,samples,2022-04-03T16:00:00Z,2022-05-03T15:59:59Z,2022-04-08T11:00:00Z,120,122937
,,116,energy,2022-04-03T16:00:00Z,2022-05-03T15:59:59Z,2022-04-08T12:00:00Z,0.26431567563863545,122937
,,116,samples,2022-04-03T16:00:00Z,2022-05-03T15:59:59Z,2022-04-08T12:00:00Z,120,122937
,,117,energy,2022-04-03T16:00:00Z,2022-05-03T15:59:59Z,2022-04-08T13:00:00Z,0.26282950526333704,122937
,,117,samples,2022-04-03T16:00:00Z,2022-05-03T15:59:59Z,2022-04-08T13:00:00Z,120,122937
,,118,energy,2022-04-03T16:00:00Z,2022-05-03T15:59:59Z,2022-04-08T14:00:00Z,0.26533251261227925,122937
,,118,samples,2022-04-03T16:00:00Z,2022-05-03T15:59:59Z,2022-04-08T14:00:00Z,120,122937
,,119,energy,2022-04-03T16:00:00Z,2022-05-03T15:59:59Z,2022-04-08T15:00:00Z,0.26405017821243715,122937
,,119,samples,2022-04-03T16:00:00Z,2022-05-03T15:59:59Z,2022-04-08T15:00:00Z,120,122937
,,120,energy,2022-04-03T16:00:00Z,2022-05-03T15:59:59Z,2022-04-08T16:00:00Z,0.26134373802044764,122937
,,120,samples,2022-04-03T16:00:00Z,2022-05-03T15:59:59Z,2022-04-08T16:00:00Z,120,122937
,,121,energy,2022-04-03T16:00:00Z,2022-05-03T15:59:59Z,2022-04-08T17:00:00Z,0.26168858296641034,122937
,,121,samples,2022-04-03T16:00:00Z,2022-05-03T15:59:59Z,2022-04-08T17:00:00Z,120,122937
,,122,energy,2022-04-03T16:00:00Z,2022-05-03T15:59:59Z,2022-04-08T18:00:00Z,0.2625464790036859,122937
,,122,samples,2022-04-03T16:00:00Z,2022-05-03T15:59:59Z,2022-04-08T18:00:00Z,120,122937
,,123,energy,2022-04-03T16:00:00Z,2022-05-03T15:59:59Z,2022-04-08T19:00:00Z,0.26288157029306625,122937
,,123,samples,2022-04-03T16:00:00Z,2022-05-03T15:59:59Z,2022-04-08T19:00:00Z,120,122937
,,124,energy,2022-04-03T16:00:00Z,2022-05-03T15:59:59Z,2022-04-08T20:00:00Z,0.26247453017846,122937
,,124,samples,2022-04-03T16:00:00Z,2022-05-03T15:59:59Z,2022-04-08T20:00:00Z,120,122937
,,125,energy,2022-04-03T16:00:00Z,2022-05-03T15:59:59Z,2022-04-08T21:00:00Z,0.2622275302400335,122937
,,125,samples,2022-04-03T16:00:00Z,2022-05-03T15:59:59Z,2022-04-08T21:00:00Z,120,122937
,,126,energy,2022-04-03T16:00:00Z,2022-05-03T15:59:59Z,2022-04-08T22:00:00Z,0.2584736088470586,122937
,,126,samples,2022-04-03T16:00:00Z,2022-05-03T15:59:59Z,2022-04-08T22:00:00Z,120,122937
,,127,energy,2022-04-03T16:00:00Z,2022-05-03T15:59:59Z,2022-04-08T23:00:00Z,0.26553313627530845,122937
,,127,samples,2022-04-03T16:00:00Z,2022-05-03T15:59:59Z,2022-04-08T23:00:00Z,120,122937
,,128,energy,2022-04-03T16:00:00Z,2022-05-03T15:59:59Z,2022-04-09T00:00:00Z,0.26609446631726164,122937
,,128,samples,2022-04-03T16:00:00Z,2022-05-03T15:59:59Z,2022-04-09T00:00:00Z,120,122937
,,129,energy,2022-04-03T16:00:00Z,2022-05-03T15:59:59Z,2022-04-09T01:00:00Z,0.26501933942996553,122937
,,129,samples,2022-04-03T16:00:00Z,2022-05-03T15:59:59Z,2022-04-09T01:00:00Z,120,122937
,,130,energy,2022-04-03T16:00:00Z,2022-05-03T15:59:59Z,2022-04-09T02:00:00Z,0.2656429619336489,122937
,,130,samples,2022-04-03T16:00:00Z,2022-05-03T15:59:59Z,2022-04-09T02:00:00Z,120,122937
,,131,energy,2022-04-03T16:00:00Z,2022-05-03T15:59:59Z,2022-04-09T03:00:00Z,0.26750397937889947,122937
,,131,samples,2022-04-03T16:00:00Z,2022-05-03T15:59:59Z,2022-04-09T03:00:00Z,120,122937
,,132,energy,2022-04-03T16:00:00Z,2022-05-03T15:59:59Z,2022-04-09T04:00:00Z,0.26768191075386893,122937
,,132,samples,2022-04-03T16:00:00Z,2022-05-03T15:59:59Z,2022-04-09T04:00:00Z,120,122937
,,133,energy,2022-04-03T16:00:00Z,2022-05-03T15:59:59Z,2022-04-09T05:00:00Z,0.2679544503343582,122937
,,133,samples,2022-04-03T16:00:00Z,2022-05-03T15:59:59Z,2022-04-09T05:00:00Z,120,122937
,,134,energy,2022-04-03T16:00:00Z,2022-05-03T15:59:59Z,2022-04-09T06:00:00Z,0.2694544522838169,122937
,,134,samples,2022-04-03T16:00:00Z,2022-05-03T15:59:59Z,2022-04-09T06:00:00Z,120,122937
,,135,energy,2022-04-03T16:00:00Z,2022-05-03T15:59:59Z,2022-04-09T07:00:00Z,0.26592786897881404,122937
,,135,samples,2022-04-03T16:00:00Z,2022-05-03T15:59:59Z,2022-04-09T07:00:00Z,120,122937
,,136,energy,2022-04-03T16:00:00Z,2022-05-03T15:59:59Z,2022-04-09T08:00:00Z,0.26199479970034706,122937
,,136,samples,2022-04-03T16:00:00Z,2022-05-03T15:59:59Z,2022-04-09T08:00:00Z,120,122937
,,137,energy,2022-04-03T16:00:00Z,2022-05-03T15:59:59Z,2022-04-09T09:00:00Z,0.2667174057443619,122937
,,137,samples,2022-04-03T16:00:00Z,2022-05-03T15:59:59Z,2022-04-09T09:00:00Z,120,122937
,,138,energy,2022-04-03T16:00:00Z,2022-05-03T15:59:59Z,2022-04-09T10:00:00Z,0.2673102227222019,122937
,,138,samples,2022-04-03T16:00:00Z,2022-05-03T15:59:59Z,2022-04-09T10:00:00Z,120,122937
,,139,energy,2022-04-03T16:00:00Z,2022-05-03T15:59:59Z,2022-04-09T11:00:00Z,0.26710498175246344,122937
,,139,samples,2022-04-03T16:00:00Z,2022-05-03T15:59:59Z,2022-04-09T11:00:00Z,120,122937
,,140,energy,2022-04-03T16:00:00Z,2022-05-03T15:59:59Z,2022-04-09T12:00:00Z,0.2686431334130436,122937
,,140,samples,2022-04-03T16:00:00Z,2022-05-03T15:59:59Z,2022-04-09T12:00:00Z,120,122937
,,141,energy,2022-04-03T16:00:00Z,2022-05-03T15:59:59Z,2022-04-09T13:00:00Z,0.26839847473558215,122937
,,141,samples,2022-04-03T16:00:00Z,2022-05-03T15:59:59Z,2022-04-09T13:00:00Z,120,122937
,,142,energy,2022-04-03T16:00:00Z,2022-05-03T15:59:59Z,2022-04-09T14:00:00Z,0.2684381911953269,122937
,,142,samples,2022-04-03T16:00:00Z,2022-05-03T15:59:59Z,2022-04-09T14:00:00Z,120,122937
,,143,energy,2022-04-03T16:00:00Z,2022-05-03T15:59:59Z,2022-04-09T15:00:00Z,0.2678924535863283,122937
,,143,samples,2022-04-03T16:00:00Z,2022-05-03T15:59:59Z,2022-04-09T15:00:00Z,120,122937
,,144,energy,2022-04-03T16:00:00Z,2022-05-03T15:59:59Z,2022-04-09T16:00:00Z,0.26665903599992113,122937
,,144,samples,2022-04-03T16:00:00Z,2022-05-03T15:59:59Z,2022-04-09T16:00:00Z,120,122937
,,145,energy,2022-04-03T16:00:00Z,2022-05-03T15:59:59Z,2022-04-09T17:00:00Z,0.2672590774456363,122937
,,145,samples,2022-04-03T16:00:00Z,2022-05-03T15:59:59Z,2022-04-09T17:00:00Z,120,122937
,,146,energy,2022-04-03T16:00:00Z,2022-05-03T15:59:59Z,2022-04-09T18:00:00Z,0.267396621972402,122937
,,146,samples,2022-04-03T16:00:00Z,2022-05-03T15:59:59Z,2022-04-09T18:00:00Z,120,122937
,,147,energy,2022-04-03T16:00:00Z,2022-05-03T15:59:59Z,2022-04-09T19:00:00Z,0.241332189508951,122937
,,147,samples,2022-04-03T16:00:00Z,2022-05-03T15:59:59Z,2022-04-09T19:00:00Z,120,122937
,,148,energy,2022-04-03T16:00:00Z,2022-05-03T15:59:59Z,2022-04-09T20:00:00Z,0.26806463950286014,122937
,,148,samples,2022-04-03T16:00:00Z,2022-05-03T15:59:59Z,2022-04-09T20:00:00Z,120,122937
,,149,energy,2022-04-03T16:00:00Z,2022-05-03T15:59:59Z,2022-04-09T21:00:00Z,0.26755616042128666,122937
,,149,samples,2022-04-03T16:00:00Z,2022-05-03T15:59:59Z,2022-04-09T21:00:00Z,120,122937
,,150,energy,2022-04-03T16:00:00Z,2022-05-03T15:59:59Z,2022-04-09T22:00:00Z,0.26056841422982113,122937
,,150,samples,2022-04-03T16:00:00Z,2022-05-03T15:59:59Z,2022-04-09T22:00:00Z,120,122937
,,151,energy,2022-04-03T16:00:00Z,2022-05-03T15:59:59Z,2022-04-09T23:00:00Z,0.26477185277305176,122937
,,151,samples,2022-04-03T16:00:00Z,2022-05-03T15:59:59Z,2022-04-09T23:00:00Z,120,122937
,,152,energy,2022-04-03T16:00:00Z,2022-05-03T15:59:59Z,2022-04-10T00:00:00Z,0.2637135950406223,122937
,,152,samples,2022-04-03T16:00:00Z,2022-05-03T15:59:59Z,2022-04-10T00:00:00Z,120,122937
,,153,energy,2022-04-03T16:00:00Z,2022-05-03T15:59:59Z,2022-04-10T01:00:00Z,0.26477629135507375,122937
,,153,samples,2022-04-03T16:00:00Z,2022-05-03T15:59:59Z,2022-04-10T01:00:00Z,120,122937
,,154,energy,2022-04-03T16:00:00Z,2022-05-03T15:59:59Z,2022-04-10T02:00:00Z,0.26507990805267756,122937
,,154,samples,2022-04-03T16:00:00Z,2022-05-03T15:59:59Z,2022-04-10T02:00:00Z,120,122937
,,155,energy,2022-04-03T16:00:00Z,2022-05-03T15:59:59Z,2022-04-10T03:00:00Z,0.26431189059800886,122937
,,155,samples,2022-04-03T16:00:00Z,2022-05-03T15:59:59Z,2022-04-10T03:00:00Z,120,122937
,,156,energy,2022-04-03T16:00:00Z,2022-05-03T15:59:59Z,2022-04-10T04:00:00Z,0.26425622262889437,122937
,,156,samples,2022-04-03T16:00:00Z,2022-05-03T15:59:59Z,2022-04-10T04:00:00Z,120,122937
,,157,energy,2022-04-03T16:00:00Z,2022-05-03T15:59:59Z,2022-04-10T05:00:00Z,0.2632353312820773,122937
,,157,samples,2022-04-03T16:00:00Z,2022-05-03T15:59:59Z,2022-04-10T05:00:00Z,120,122937
,,158,energy,2022-04-03T16:00:00Z,2022-05-03T15:59:59Z,2022-04-10T06:00:00Z,0.2656943698902045,122937
,,158,samples,2022-04-03T16:00:00Z,2022-05-03T15:59:59Z,2022-04-10T06:00:00Z,120,122937
,,159,energy,2022-04-03T16:00:00Z,2022-05-03T15:59:59Z,2022-04-10T07:00:00Z,0.2634343504799652,122937
,,159,samples,2022-04-03T16:00:00Z,2022-05-03T15:59:59Z,2022-04-10T07:00:00Z,120,122937
,,160,energy,2022-04-03T16:00:00Z,2022-05-03T15:59:59Z,2022-04-10T08:00:00Z,0.264525530578715,122937
,,160,samples,2022-04-03T16:00:00Z,2022-05-03T15:59:59Z,2022-04-10T08:00:00Z,120,122937
,,161,energy,2022-04-03T16:00:00Z,2022-05-03T15:59:59Z,2022-04-10T09:00:00Z,0.2658290977182007,122937
,,161,samples,2022-04-03T16:00:00Z,2022-05-03T15:59:59Z,2022-04-10T09:00:00Z,120,122937
,,162,energy,2022-04-03T16:00:00Z,2022-05-03T15:59:59Z,2022-04-10T10:00:00Z,0.26627705098378923,122937
,,162,samples,2022-04-03T16:00:00Z,2022-05-03T15:59:59Z,2022-04-10T10:00:00Z,120,122937
,,163,energy,2022-04-03T16:00:00Z,2022-05-03T15:59:59Z,2022-04-10T11:00:00Z,0.266440748763716,122937
,,163,samples,2022-04-03T16:00:00Z,2022-05-03T15:59:59Z,2022-04-10T11:00:00Z,120,122937
,,164,energy,2022-04-03T16:00:00Z,2022-05-03T15:59:59Z,2022-04-10T12:00:00Z,0.26973158166070726,122937
,,164,samples,2022-04-03T16:00:00Z,2022-05-03T15:59:59Z,2022-04-10T12:00:00Z,120,122937
,,165,energy,2022-04-03T16:00:00Z,2022-05-03T15:59:59Z,2022-04-10T13:00:00Z,0.2699428970983166,122937
,,165,samples,2022-04-03T16:00:00Z,2022-05-03T15:59:59Z,2022-04-10T13:00:00Z,120,122937
,,166,energy,2022-04-03T16:00:00Z,2022-05-03T15:59:59Z,2022-04-10T14:00:00Z,0.267883103368916,122937
,,166,samples,2022-04-03T16:00:00Z,2022-05-03T15:59:59Z,2022-04-10T14:00:00Z,120,122937
,,167,energy,2022-04-03T16:00:00Z,2022-05-03T15:59:59Z,2022-04-10T15:00:00Z,0.2686388298153432,122937
,,167,samples,2022-04-03T16:00:00Z,2022-05-03T15:59:59Z,2022-04-10T15:00:00Z,120,122937
,,168,energy,2022-04-03T16:00:00Z,2022-05-03T15:59:59Z,2022-04-10T16:00:00Z,0.2655853349767897,122937
,,168,samples,2022-04-03T16:00:00Z,2022-05-03T15:59:59Z,2022-04-10T16:00:00Z,120,122937
,,169,energy,2022-04-03T16:00:00Z,2022-05-03T15:59:59Z,2022-04-10T17:00:00Z,0.2653024726396391,122937
,,169,samples,2022-04-03T16:00:00Z,2022-05-03T15:59:59Z,2022-04-10T17:00:00Z,120,122937
,,170,energy,2022-04-03T16:00:00Z,2022-05-03T15:59:59Z,2022-04-10T18:00:00Z,0.2673033593041399,122937
,,170,samples,2022-04-03T16:00:00Z,2022-05-03T15:59:59Z,2022-04-10T18:00:00Z,120,122937
,,171,energy,2022-04-03T16:00:00Z,2022-05-03T15:59:59Z,2022-04-10T19:00:00Z,0.26726926013158586,122937
,,171,samples,2022-04-03T16:00:00Z,2022-05-03T15:59:59Z,2022-04-10T19:00:00Z,120,122937
,,172,energy,2022-04-03T16:00:00Z,2022-05-03T15:59:59Z,2022-04-10T20:00:00Z,0.2676325678123856,122937
,,172,samples,2022-04-03T16:00:00Z,2022-05-03T15:59:59Z,2022-04-10T20:00:00Z,120,122937
,,173,energy,2022-04-03T16:00:00Z,2022-05-03T15:59:59Z,2022-04-10T21:00:00Z,0.2645552142326143,122937
,,173,samples,2022-04-03T16:00:00Z,2022-05-03T15:59:59Z,2022-04-10T21:00:00Z,120,122937
,,174,energy,2022-04-03T16:00:00Z,2022-05-03T15:59:59Z,2022-04-10T22:00:00Z,0.26122703453254703,122937
,,174,samples,2022-04-03T16:00:00Z,2022-05-03T15:59:59Z,2022-04-10T22:00:00Z,120,122937
,,175,energy,2022-04-03T16:00:00Z,2022-05-03T15:59:59Z,2022-04-10T23:00:00Z,0.2672065322351455,122937
,,175,samples,2022-04-03T16:00:00Z,2022-05-03T15:59:59Z,2022-04-10T23:00:00Z,120,122937
,,176,energy,2022-04-03T16:00:00Z,2022-05-03T15:59:59Z,2022-04-11T00:00:00Z,0.26630123461719085,122937
,,176,samples,2022-04-03T16:00:00Z,2022-05-03T15:59:59Z,2022-04-11T00:00:00Z,120,122937
,,177,energy,2022-04-03T16:00:00Z,2022-05-03T15:59:59Z,2022-04-11T01:00:00Z,0.26528260112270785,122937
,,177,samples,2022-04-03T16:00:00Z,2022-05-03T15:59:59Z,2022-04-11T01:00:00Z,120,122937
,,178,energy,2022-04-03T16:00:00Z,2022-05-03T15:59:59Z,2022-04-11T02:00:00Z,0.26514589722771115,122937
,,178,samples,2022-04-03T16:00:00Z,2022-05-03T15:59:59Z,2022-04-11T02:00:00Z,120,122937
,,179,energy,2022-04-03T16:00:00Z,2022-05-03T15:59:59Z,2022-04-11T03:00:00Z,0.264417212969852,122937
,,179,samples,2022-04-03T16:00:00Z,2022-05-03T15:59:59Z,2022-04-11T03:00:00Z,120,122937
,,180,energy,2022-04-03T16:00:00Z,2022-05-03T15:59:59Z,2022-04-11T04:00:00Z,0.2653326544719908,122937
,,180,samples,2022-04-03T16:00:00Z,2022-05-03T15:59:59Z,2022-04-11T04:00:00Z,120,122937
,,181,energy,2022-04-03T16:00:00Z,2022-05-03T15:59:59Z,2022-04-11T05:00:00Z,0.2620739368598133,122937
,,181,samples,2022-04-03T16:00:00Z,2022-05-03T15:59:59Z,2022-04-11T05:00:00Z,120,122937
,,182,energy,2022-04-03T16:00:00Z,2022-05-03T15:59:59Z,2022-04-11T06:00:00Z,0.2660588811514537,122937
,,182,samples,2022-04-03T16:00:00Z,2022-05-03T15:59:59Z,2022-04-11T06:00:00Z,120,122937
,,183,energy,2022-04-03T16:00:00Z,2022-05-03T15:59:59Z,2022-04-11T07:00:00Z,0.26430065839959466,122937
,,183,samples,2022-04-03T16:00:00Z,2022-05-03T15:59:59Z,2022-04-11T07:00:00Z,120,122937
,,184,energy,2022-04-03T16:00:00Z,2022-05-03T15:59:59Z,2022-04-11T08:00:00Z,0.26783336787803225,122937
,,184,samples,2022-04-03T16:00:00Z,2022-05-03T15:59:59Z,2022-04-11T08:00:00Z,120,122937
,,185,energy,2022-04-03T16:00:00Z,2022-05-03T15:59:59Z,2022-04-11T09:00:00Z,0.27075055154515587,122937
,,185,samples,2022-04-03T16:00:00Z,2022-05-03T15:59:59Z,2022-04-11T09:00:00Z,120,122937
,,186,energy,2022-04-03T16:00:00Z,2022-05-03T15:59:59Z,2022-04-11T10:00:00Z,0.2712043510494402,122937
,,186,samples,2022-04-03T16:00:00Z,2022-05-03T15:59:59Z,2022-04-11T10:00:00Z,120,122937
,,187,energy,2022-04-03T16:00:00Z,2022-05-03T15:59:59Z,2022-04-11T11:00:00Z,0.2702353000555674,122937
,,187,samples,2022-04-03T16:00:00Z,2022-05-03T15:59:59Z,2022-04-11T11:00:00Z,120,122937
,,188,energy,2022-04-03T16:00:00Z,2022-05-03T15:59:59Z,2022-04-11T12:00:00Z,0.2712235844356325,122937
,,188,samples,2022-04-03T16:00:00Z,2022-05-03T15:59:59Z,2022-04-11T12:00:00Z,120,122937
,,189,energy,2022-04-03T16:00:00Z,2022-05-03T15:59:59Z,2022-04-11T13:00:00Z,0.271383634669643,122937
,,189,samples,2022-04-03T16:00:00Z,2022-05-03T15:59:59Z,2022-04-11T13:00:00Z,120,122937
,,190,energy,2022-04-03T16:00:00Z,2022-05-03T15:59:59Z,2022-04-11T14:00:00Z,0.2697045329104741,122937
,,190,samples,2022-04-03T16:00:00Z,2022-05-03T15:59:59Z,2022-04-11T14:00:00Z,120,122937
,,191,energy,2022-04-03T16:00:00Z,2022-05-03T15:59:59Z,2022-04-11T15:00:00Z,0.2688761785754098,122937
,,191,samples,2022-04-03T16:00:00Z,2022-05-03T15:59:59Z,2022-04-11T15:00:00Z,120,122937
,,192,energy,2022-04-03T16:00:00Z,2022-05-03T15:59:59Z,2022-04-11T16:00:00Z,0.268319464736752,122937
,,192,samples,2022-04-03T16:00:00Z,2022-05-03T15:59:59Z,2022-04-11T16:00:00Z,120,122937
,,193,energy,2022-04-03T16:00:00Z,2022-05-03T15:59:59Z,2022-04-11T17:00:00Z,0.26749021357751634,122937
,,193,samples,2022-04-03T16:00:00Z,2022-05-03T15:59:59Z,2022-04-11T17:00:00Z,120,122937
,,194,energy,2022-04-03T16:00:00Z,2022-05-03T15:59:59Z,2022-04-11T18:00:00Z,0.2670912375752216,122937
,,194,samples,2022-04-03T16:00:00Z,2022-05-03T15:59:59Z,2022-04-11T18:00:00Z,120,122937
,,195,energy,2022-04-03T16:00:00Z,2022-05-03T15:59:59Z,2022-04-11T19:00:00Z,0.2664700003152847,122937
,,195,samples,2022-04-03T16:00:00Z,2022-05-03T15:59:59Z,2022-04-11T19:00:00Z,120,122937
,,196,energy,2022-04-03T16:00:00Z,2022-05-03T15:59:59Z,2022-04-11T20:00:00Z,0.2676345325397788,122937
,,196,samples,2022-04-03T16:00:00Z,2022-05-03T15:59:59Z,2022-04-11T20:00:00Z,120,122937
,,197,energy,2022-04-03T16:00:00Z,2022-05-03T15:59:59Z,2022-04-11T21:00:00Z,0.26588456959066603,122937
,,197,samples,2022-04-03T16:00:00Z,2022-05-03T15:59:59Z,2022-04-11T21:00:00Z,120,122937
,,198,energy,2022-04-03T16:00:00Z,2022-05-03T15:59:59Z,2022-04-11T22:00:00Z,0.2619421631220076,122937
,,198,samples,2022-04-03T16:00:00Z,2022-05-03T15:59:59Z,2022-04-11T22:00:00Z,120,122937
,,199,energy,2022-04-03T16:00:00Z,2022-05-03T15:59:59Z,2022-04-11T23:00:00Z,0.26557031343279097,122937
,,199,samples,2022-04-03T16:00:00Z,2022-05-03T15:59:59Z,2022-04-11T23:00:00Z,120,122937
,,200,energy,2022-04-03T16:00:00Z,2022-05-03T15:59:59Z,2022-04-12T00:00:00Z,0.26891034301891753,122937
,,200,samples,2022-04-03T16:00:00Z,2022-05-03T15:59:59Z,2022-04-12T00:00:00Z,120,122937
,,201,energy,2022-04-03T16:00:00Z,2022-05-03T15:59:59Z,2022-04-12T01:00:00Z,0.4660821136524201,122937
,,201,samples,2022-04-03T16:00:00Z,2022-05-03T15:59:59Z,2022-04-12T01:00:00Z,121,122937
,,202,energy,2022-04-03T16:00:00Z,2022-05-03T15:59:59Z,2022-04-12T02:00:00Z,0.2631974807573615,122937
,,202,samples,2022-04-03T16:00:00Z,2022-05-03T15:59:59Z,2022-04-12T02:00:00Z,118,122937
,,203,energy,2022-04-03T16:00:00Z,2022-05-03T15:59:59Z,2022-04-12T03:00:00Z,0.2658793870940187,122937
,,203,samples,2022-04-03T16:00:00Z,2022-05-03T15:59:59Z,2022-04-12T03:00:00Z,120,122937
,,204,energy,2022-04-03T16:00:00Z,2022-05-03T15:59:59Z,2022-04-12T04:00:00Z,0.2668380250650533,122937
,,204,samples,2022-04-03T16:00:00Z,2022-05-03T15:59:59Z,2022-04-12T04:00:00Z,120,122937
,,205,energy,2022-04-03T16:00:00Z,2022-05-03T15:59:59Z,2022-04-12T05:00:00Z,0.26582822528801814,122937
,,205,samples,2022-04-03T16:00:00Z,2022-05-03T15:59:59Z,2022-04-12T05:00:00Z,120,122937
,,206,energy,2022-04-03T16:00:00Z,2022-05-03T15:59:59Z,2022-04-12T06:00:00Z,0.26434958526115415,122937
,,206,samples,2022-04-03T16:00:00Z,2022-05-03T15:59:59Z,2022-04-12T06:00:00Z,120,122937
,,207,energy,2022-04-03T16:00:00Z,2022-05-03T15:59:59Z,2022-04-12T07:00:00Z,0.26596844417901777,122937
,,207,samples,2022-04-03T16:00:00Z,2022-05-03T15:59:59Z,2022-04-12T07:00:00Z,120,122937
,,208,energy,2022-04-03T16:00:00Z,2022-05-03T15:59:59Z,2022-04-12T08:00:00Z,0.2644879692287275,122937
,,208,samples,2022-04-03T16:00:00Z,2022-05-03T15:59:59Z,2022-04-12T08:00:00Z,120,122937
,,209,energy,2022-04-03T16:00:00Z,2022-05-03T15:59:59Z,2022-04-12T09:00:00Z,0.2700031131567213,122937
,,209,samples,2022-04-03T16:00:00Z,2022-05-03T15:59:59Z,2022-04-12T09:00:00Z,120,122937
,,210,energy,2022-04-03T16:00:00Z,2022-05-03T15:59:59Z,2022-04-12T10:00:00Z,0.268737135936309,122937
,,210,samples,2022-04-03T16:00:00Z,2022-05-03T15:59:59Z,2022-04-12T10:00:00Z,120,122937
,,211,energy,2022-04-03T16:00:00Z,2022-05-03T15:59:59Z,2022-04-12T11:00:00Z,0.26998643538908645,122937
,,211,samples,2022-04-03T16:00:00Z,2022-05-03T15:59:59Z,2022-04-12T11:00:00Z,120,122937
,,212,energy,2022-04-03T16:00:00Z,2022-05-03T15:59:59Z,2022-04-12T12:00:00Z,0.2713781656681527,122937
,,212,samples,2022-04-03T16:00:00Z,2022-05-03T15:59:59Z,2022-04-12T12:00:00Z,120,122937
,,213,energy,2022-04-03T16:00:00Z,2022-05-03T15:59:59Z,2022-04-12T13:00:00Z,0.27047920929111907,122937
,,213,samples,2022-04-03T16:00:00Z,2022-05-03T15:59:59Z,2022-04-12T13:00:00Z,120,122937
,,214,energy,2022-04-03T16:00:00Z,2022-05-03T15:59:59Z,2022-04-12T14:00:00Z,0.27231186757727727,122937
,,214,samples,2022-04-03T16:00:00Z,2022-05-03T15:59:59Z,2022-04-12T14:00:00Z,120,122937
,,215,energy,2022-04-03T16:00:00Z,2022-05-03T15:59:59Z,2022-04-12T15:00:00Z,0.2690203036324183,122937
,,215,samples,2022-04-03T16:00:00Z,2022-05-03T15:59:59Z,2022-04-12T15:00:00Z,120,122937
,,216,energy,2022-04-03T16:00:00Z,2022-05-03T15:59:59Z,2022-04-12T16:00:00Z,0.2676382854342651,122937
,,216,samples,2022-04-03T16:00:00Z,2022-05-03T15:59:59Z,2022-04-12T16:00:00Z,120,122937
,,217,energy,2022-04-03T16:00:00Z,2022-05-03T15:59:59Z,2022-04-12T17:00:00Z,0.2678923588447444,122937
,,217,samples,2022-04-03T16:00:00Z,2022-05-03T15:59:59Z,2022-04-12T17:00:00Z,120,122937
,,218,energy,2022-04-03T16:00:00Z,2022-05-03T15:59:59Z,2022-04-12T18:00:00Z,0.2687257444946755,122937
,,218,samples,2022-04-03T16:00:00Z,2022-05-03T15:59:59Z,2022-04-12T18:00:00Z,120,122937
,,219,energy,2022-04-03T16:00:00Z,2022-05-03T15:59:59Z,2022-04-12T19:00:00Z,0.26906577421904665,122937
,,219,samples,2022-04-03T16:00:00Z,2022-05-03T15:59:59Z,2022-04-12T19:00:00Z,120,122937
,,220,energy,2022-04-03T16:00:00Z,2022-05-03T15:59:59Z,2022-04-12T20:00:00Z,0.26908133127825845,122937
,,220,samples,2022-04-03T16:00:00Z,2022-05-03T15:59:59Z,2022-04-12T20:00:00Z,120,122937
,,221,energy,2022-04-03T16:00:00Z,2022-05-03T15:59:59Z,2022-04-12T21:00:00Z,0.26940700807742646,122937
,,221,samples,2022-04-03T16:00:00Z,2022-05-03T15:59:59Z,2022-04-12T21:00:00Z,120,122937
,,222,energy,2022-04-03T16:00:00Z,2022-05-03T15:59:59Z,2022-04-12T22:00:00Z,0.2634909815327623,122937
,,222,samples,2022-04-03T16:00:00Z,2022-05-03T15:59:59Z,2022-04-12T22:00:00Z,120,122937
,,223,energy,2022-04-03T16:00:00Z,2022-05-03T15:59:59Z,2022-04-12T23:00:00Z,0.2781836598377736,122937
,,223,samples,2022-04-03T16:00:00Z,2022-05-03T15:59:59Z,2022-04-12T23:00:00Z,120,122937
,,224,energy,2022-04-03T16:00:00Z,2022-05-03T15:59:59Z,2022-04-13T00:00:00Z,0.3138646104581452,122937
