#group,false,false,false,false,false,true,false,false
#datatype,string,long,string,dateTime:RFC3339,dateTime:RFC3339,dateTime:RFC3339,string,string
#default,_result,,,,,,,
,result,table,_field,_start,_stop,_time,_value,equipmentId
,,224,samples,2022-04-03T16:00:00Z,2022-05-03T15:59:59Z,2022-04-13T00:00:00Z,120,122937
,,225,energy,2022-04-03T16:00:00Z,2022-05-03T15:59:59Z,2022-04-13T01:00:00Z,0.4036522317621019,122937
,,225,samples,2022-04-03T16:00:00Z,2022-05-03T15:59:59Z,2022-04-13T01:00:00Z,120,122937
,,226,energy,2022-04-03T16:00:00Z,2022-05-03T15:59:59Z,2022-04-13T02:00:00Z,0.4089650528549533,122937
,,226,samples,2022-04-03T16:00:00Z,2022-05-03T15:59:59Z,2022-04-13T02:00:00Z,120,122937
,,227,energy,2022-04-03T16:00:00Z,2022-05-03T15:59:59Z,2022-04-13T03:00:00Z,0.5553853324341668,122937
,,227,samples,2022-04-03T16:00:00Z,2022-05-03T15:59:59Z,2022-04-13T03:00:00Z,121,122937
,,228,energy,2022-04-03T16:00:00Z,2022-05-03T15:59:59Z,2022-04-13T04:00:00Z,0.36994358297946084,122937
,,228,samples,2022-04-03T16:00:00Z,2022-05-03T15:59:59Z,2022-04-13T04:00:00Z,118,122937
,,229,energy,2022-04-03T16:00:00Z,2022-05-03T15:59:59Z,2022-04-13T05:00:00Z,0.4441590281104533,122937
,,229,samples,2022-04-03T16:00:00Z,2022-05-03T15:59:59Z,2022-04-13T05:00:00Z,120,122937
,,230,energy,2022-04-03T16:00:00Z,2022-05-03T15:59:59Z,2022-04-13T06:00:00Z,0.6994404116771614,122937
,,230,samples,2022-04-03T16:00:00Z,2022-05-03T15:59:59Z,2022-04-13T06:00:00Z,118,122937
,,231,energy,2022-04-03T16:00:00Z,2022-05-03T15:59:59Z,2022-04-13T07:00:00Z,0.4227794131744215,122937
,,231,samples,2022-04-03T16:00:00Z,2022-05-03T15:59:59Z,2022-04-13T07:00:00Z,120,122937
,,232,energy,2022-04-03T16:00:00Z,2022-05-03T15:59:59Z,2022-04-13T08:00:00Z,0.3327250172960832,122937
,,232,samples,2022-04-03T16:00:00Z,2022-05-03T15:59:59Z,2022-04-13T08:00:00Z,120,122937
,,233,energy,2022-04-03T16:00:00Z,2022-05-03T15:59:59Z,2022-04-13T09:00:00Z,0.4068507754317474,122937
,,233,samples,2022-04-03T16:00:00Z,2022-05-03T15:59:59Z,2022-04-13T09:00:00Z,120,122937
,,234,energy,2022-04-03T16:00:00Z,2022-05-03T15:59:59Z,2022-04-13T10:00:00Z,0.4302034968384764,122937
,,234,samples,2022-04-03T16:00:00Z,2022-05-03T15:59:59Z,2022-04-13T10:00:00Z,120,122937
,,235,energy,2022-04-03T16:00:00Z,2022-05-03T15:59:59Z,2022-04-13T11:00:00Z,0.19461645187816193,122937
,,235,samples,2022-04-03T16:00:00Z,2022-05-03T15:59:59Z,2022-04-13T11:00:00Z,81,122937
,,236,energy,2022-04-03T16:00:00Z,2022-05-03T15:59:59Z,2022-04-13T12:00:00Z,,122937
,,236,samples,2022-04-03T16:00:00Z,2022-05-03T15:59:59Z,2022-04-13T12:00:00Z,,122937
,,237,energy,2022-04-03T16:00:00Z,2022-05-03T15:59:59Z,2022-04-13T13:00:00Z,,122937
,,237,samples,2022-04-03T16:00:00Z,2022-05-03T15:59:59Z,2022-04-13T13:00:00Z,,122937
,,238,energy,2022-04-03T16:00:00Z,2022-05-03T15:59:59Z,2022-04-13T14:00:00Z,,122937
,,238,samples,2022-04-03T16:00:00Z,2022-05-03T15:59:59Z,2022-04-13T14:00:00Z,,122937
,,239,energy,2022-04-03T16:00:00Z,2022-05-03T15:59:59Z,2022-04-13T15:00:00Z,,122937
,,239,samples,2022-04-03T16:00:00Z,2022-05-03T15:59:59Z,2022-04-13T15:00:00Z,,122937
,,240,energy,2022-04-03T16:00:00Z,2022-05-03T15:59:59Z,2022-04-13T16:00:00Z,,122937
,,240,samples,2022-04-03T16:00:00Z,2022-05-03T15:59:59Z,2022-04-13T16:00:00Z,,122937
,,241,energy,2022-04-03T16:00:00Z,2022-05-03T15:59:59Z,2022-04-13T17:00:00Z,,122937
,,241,samples,2022-04-03T16:00:00Z,2022-05-03T15:59:59Z,2022-04-13T17:00:00Z,,122937
,,242,energy,2022-04-03T16:00:00Z,2022-05-03T15:59:59Z,2022-04-13T18:00:00Z,,122937
,,242,samples,2022-04-03T16:00:00Z,2022-05-03T15:59:59Z,2022-04-13T18:00:00Z,,122937
,,243,energy,2022-04-03T16:00:00Z,2022-05-03T15:59:59Z,2022-04-13T19:00:00Z,,122937
,,243,samples,2022-04-03T16:00:00Z,2022-05-03T15:59:59Z,2022-04-13T19:00:00Z,,122937
,,244,energy,2022-04-03T16:00:00Z,2022-05-03T15:59:59Z,2022-04-13T20:00:00Z,,122937
,,244,samples,2022-04-03T16:00:00Z,2022-05-03T15:59:59Z,2022-04-13T20:00:00Z,,122937
,,245,energy,2022-04-03T16:00:00Z,2022-05-03T15:59:59Z,2022-04-13T21:00:00Z,,122937
,,245,samples,2022-04-03T16:00:00Z,2022-05-03T15:59:59Z,2022-04-13T21:00:00Z,,122937
,,246,energy,2022-04-03T16:00:00Z,2022-05-03T15:59:59Z,2022-04-13T22:00:00Z,,122937
,,246,samples,2022-04-03T16:00:00Z,2022-05-03T15:59:59Z,2022-04-13T22:00:00Z,,122937
,,247,energy,2022-04-03T16:00:00Z,2022-05-03T15:59:59Z,2022-04-13T23:00:00Z,,122937
,,247,samples,2022-04-03T16:00:00Z,2022-05-03T15:59:59Z,2022-04-13T23:00:00Z,,122937
,,248,energy,2022-04-03T16:00:00Z,2022-05-03T15:59:59Z,2022-04-14T00:00:00Z,,122937
,,248,samples,2022-04-03T16:00:00Z,2022-05-03T15:59:59Z,2022-04-14T00:00:00Z,,122937
,,249,energy,2022-04-03T16:00:00Z,2022-05-03T15:59:59Z,2022-04-14T01:00:00Z,,122937
,,249,samples,2022-04-03T16:00:00Z,2022-05-03T15:59:59Z,2022-04-14T01:00:00Z,,122937
,,250,energy,2022-04-03T16:00:00Z,2022-05-03T15:59:59Z,2022-04-14T02:00:00Z,0.17507672406180488,122937
,,250,samples,2022-04-03T16:00:00Z,2022-05-03T15:59:59Z,2022-04-14T02:00:00Z,84,122937
,,251,energy,2022-04-03T16:00:00Z,2022-05-03T15:59:59Z,2022-04-14T03:00:00Z,0.29599950154460064,122937
,,251,samples,2022-04-03T16:00:00Z,2022-05-03T15:59:59Z,2022-04-14T03:00:00Z,119,122937
,,252,energy,2022-04-03T16:00:00Z,2022-05-03T15:59:59Z,2022-04-14T04:00:00Z,0.26315274721643234,122937
,,252,samples,2022-04-03T16:00:00Z,2022-05-03T15:59:59Z,2022-04-14T04:00:00Z,118,122937
,,253,energy,2022-04-03T16:00:00Z,2022-05-03T15:59:59Z,2022-04-14T05:00:00Z,0.7973453414487627,122937
,,253,samples,2022-04-03T16:00:00Z,2022-05-03T15:59:59Z,2022-04-14T05:00:00Z,121,122937
,,254,energy,2022-04-03T16:00:00Z,2022-05-03T15:59:59Z,2022-04-14T06:00:00Z,0.2572763767603853,122937
,,254,samples,2022-04-03T16:00:00Z,2022-05-03T15:59:59Z,2022-04-14T06:00:00Z,118,122937
,,255,energy,2022-04-03T16:00:00Z,2022-05-03T15:59:59Z,2022-04-14T07:00:00Z,0.2539744434836451,122937
,,255,samples,2022-04-03T16:00:00Z,2022-05-03T15:59:59Z,2022-04-14T07:00:00Z,117,122937
,,256,energy,2022-04-03T16:00:00Z,2022-05-03T15:59:59Z,2022-04-14T08:00:00Z,0.2668174123060269,122937
,,256,samples,2022-04-03T16:00:00Z,2022-05-03T15:59:59Z,2022-04-14T08:00:00Z,120,122937
,,257,energy,2022-04-03T16:00:00Z,2022-05-03T15:59:59Z,2022-04-14T09:00:00Z,0.26876724029692756,122937
,,257,samples,2022-04-03T16:00:00Z,2022-05-03T15:59:59Z,2022-04-14T09:00:00Z,120,122937
,,258,energy,2022-04-03T16:00:00Z,2022-05-03T15:59:59Z,2022-04-14T10:00:00Z,0.2650149001041243,122937
,,258,samples,2022-04-03T16:00:00Z,2022-05-03T15:59:59Z,2022-04-14T10:00:00Z,120,122937
,,259,energy,2022-04-03T16:00:00Z,2022-05-03T15:59:59Z,2022-04-14T11:00:00Z,0.2691864351000044,122937
,,259,samples,2022-04-03T16:00:00Z,2022-05-03T15:59:59Z,2022-04-14T11:00:00Z,120,122937
,,260,energy,2022-04-03T16:00:00Z,2022-05-03T15:59:59Z,2022-04-14T12:00:00Z,0.2688963563567649,122937
,,260,samples,2022-04-03T16:00:00Z,2022-05-03T15:59:59Z,2022-04-14T12:00:00Z,120,122937
,,261,energy,2022-04-03T16:00:00Z,2022-05-03T15:59:59Z,2022-04-14T13:00:00Z,0.47550595377590177,122937
,,261,samples,2022-04-03T16:00:00Z,2022-05-03T15:59:59Z,2022-04-14T13:00:00Z,121,122937
,,262,energy,2022-04-03T16:00:00Z,2022-05-03T15:59:59Z,2022-04-14T14:00:00Z,0.2654813882088046,122937
,,262,samples,2022-04-03T16:00:00Z,2022-05-03T15:59:59Z,2022-04-14T14:00:00Z,117,122937
,,263,energy,2022-04-03T16:00:00Z,2022-05-03T15:59:59Z,2022-04-14T15:00:00Z,0.2670683022040091,122937
,,263,samples,2022-04-03T16:00:00Z,2022-05-03T15:59:59Z,2022-04-14T15:00:00Z,120,122937
,,264,energy,2022-04-03T16:00:00Z,2022-05-03T15:59:59Z,2022-04-14T16:00:00Z,0.2685695703179211,122937
,,264,samples,2022-04-03T16:00:00Z,2022-05-03T15:59:59Z,2022-04-14T16:00:00Z,120,122937
,,265,energy,2022-04-03T16:00:00Z,2022-05-03T15:59:59Z,2022-04-14T17:00:00Z,0.2675808508909098,122937
,,265,samples,2022-04-03T16:00:00Z,2022-05-03T15:59:59Z,2022-04-14T17:00:00Z,120,122937
,,266,energy,2022-04-03T16:00:00Z,2022-05-03T15:59:59Z,2022-04-14T18:00:00Z,0.26749179557963054,122937
,,266,samples,2022-04-03T16:00:00Z,2022-05-03T15:59:59Z,2022-04-14T18:00:00Z,120,122937
,,267,energy,2022-04-03T16:00:00Z,2022-05-03T15:59:59Z,2022-04-14T19:00:00Z,0.2690856293744786,122937
,,267,samples,2022-04-03T16:00:00Z,2022-05-03T15:59:59Z,2022-04-14T19:00:00Z,120,122937
,,268,energy,2022-04-03T16:00:00Z,2022-05-03T15:59:59Z,2022-04-14T20:00:00Z,0.26847143276047175,122937
,,268,samples,2022-04-03T16:00:00Z,2022-05-03T15:59:59Z,2022-04-14T20:00:00Z,120,122937
,,269,energy,2022-04-03T16:00:00Z,2022-05-03T15:59:59Z,2022-04-14T21:00:00Z,0.26757177642678154,122937
,,269,samples,2022-04-03T16:00:00Z,2022-05-03T15:59:59Z,2022-04-14T21:00:00Z,120,122937
,,270,energy,2022-04-03T16:00:00Z,2022-05-03T15:59:59Z,2022-04-14T22:00:00Z,0.26548642623088836,122937
,,270,samples,2022-04-03T16:00:00Z,2022-05-03T15:59:59Z,2022-04-14T22:00:00Z,120,122937
,,271,energy,2022-04-03T16:00:00Z,2022-05-03T15:59:59Z,2022-04-14T23:00:00Z,0.2652297407360416,122937
,,271,samples,2022-04-03T16:00:00Z,2022-05-03T15:59:59Z,2022-04-14T23:00:00Z,120,122937
,,272,energy,2022-04-03T16:00:00Z,2022-05-03T15:59:59Z,2022-04-15T00:00:00Z,0.26433392650524135,122937
,,272,samples,2022-04-03T16:00:00Z,2022-05-03T15:59:59Z,2022-04-15T00:00:00Z,120,122937
,,273,energy,2022-04-03T16:00:00Z,2022-05-03T15:59:59Z,2022-04-15T01:00:00Z,0.2633607566275151,122937
,,273,samples,2022-04-03T16:00:00Z,2022-05-03T15:59:59Z,2022-04-15T01:00:00Z,120,122937
,,274,energy,2022-04-03T16:00:00Z,2022-05-03T15:59:59Z,2022-04-15T02:00:00Z,0.26300431525869583,122937
,,274,samples,2022-04-03T16:00:00Z,2022-05-03T15:59:59Z,2022-04-15T02:00:00Z,120,122937
,,275,energy,2022-04-03T16:00:00Z,2022-05-03T15:59:59Z,2022-04-15T03:00:00Z,0.26640932846593224,122937
,,275,samples,2022-04-03T16:00:00Z,2022-05-03T15:59:59Z,2022-04-15T03:00:00Z,120,122937
,,276,energy,2022-04-03T16:00:00Z,2022-05-03T15:59:59Z,2022-04-15T04:00:00Z,0.2673142339548619,122937
,,276,samples,2022-04-03T16:00:00Z,2022-05-03T15:59:59Z,2022-04-15T04:00:00Z,120,122937
,,277,energy,2022-04-03T16:00:00Z,2022-05-03T15:59:59Z,2022-04-15T05:00:00Z,0.266644542482304,122937
,,277,samples,2022-04-03T16:00:00Z,2022-05-03T15:59:59Z,2022-04-15T05:00:00Z,120,122937
,,278,energy,2022-04-03T16:00:00Z,2022-05-03T15:59:59Z,2022-04-15T06:00:00Z,0.2679544230225839,122937
,,278,samples,2022-04-03T16:00:00Z,2022-05-03T15:59:59Z,2022-04-15T06:00:00Z,120,122937
,,279,energy,2022-04-03T16:00:00Z,2022-05-03T15:59:59Z,2022-04-15T07:00:00Z,0.26536555768166015,122937
,,279,samples,2022-04-03T16:00:00Z,2022-05-03T15:59:59Z,2022-04-15T07:00:00Z,120,122937
,,280,energy,2022-04-03T16:00:00Z,2022-05-03T15:59:59Z,2022-04-15T08:00:00Z,0.26863326982224783,122937
,,280,samples,2022-04-03T16:00:00Z,2022-05-03T15:59:59Z,2022-04-15T08:00:00Z,120,122937
,,281,energy,2022-04-03T16:00:00Z,2022-05-03T15:59:59Z,2022-04-15T09:00:00Z,0.26950523951307087,122937
,,281,samples,2022-04-03T16:00:00Z,2022-05-03T15:59:59Z,2022-04-15T09:00:00Z,120,122937
,,282,energy,2022-04-03T16:00:00Z,2022-05-03T15:59:59Z,2022-04-15T10:00:00Z,0.2646837192158805,122937
,,282,samples,2022-04-03T16:00:00Z,2022-05-03T15:59:59Z,2022-04-15T10:00:00Z,120,122937
,,283,energy,2022-04-03T16:00:00Z,2022-05-03T15:59:59Z,2022-04-15T11:00:00Z,0.269187147688819,122937
,,283,samples,2022-04-03T16:00:00Z,2022-05-03T15:59:59Z,2022-04-15T11:00:00Z,120,122937
,,284,energy,2022-04-03T16:00:00Z,2022-05-03T15:59:59Z,2022-04-15T12:00:00Z,0.27181568157085845,122937
,,284,samples,2022-04-03T16:00:00Z,2022-05-03T15:59:59Z,2022-04-15T12:00:00Z,120,122937
,,285,energy,2022-04-03T16:00:00Z,2022-05-03T15:59:59Z,2022-04-15T13:00:00Z,0.2691038164360767,122937
,,285,samples,2022-04-03T16:00:00Z,2022-05-03T15:59:59Z,2022-04-15T13:00:00Z,120,122937
,,286,energy,2022-04-03T16:00:00Z,2022-05-03T15:59:59Z,2022-04-15T14:00:00Z,0.26909476858738796,122937
,,286,samples,2022-04-03T16:00:00Z,2022-05-03T15:59:59Z,2022-04-15T14:00:00Z,120,122937
,,287,energy,2022-04-03T16:00:00Z,2022-05-03T15:59:59Z,2022-04-15T15:00:00Z,0.2678815805772824,122937
,,287,samples,2022-04-03T16:00:00Z,2022-05-03T15:59:59Z,2022-04-15T15:00:00Z,120,122937
,,288,energy,2022-04-03T16:00:00Z,2022-05-03T15:59:59Z,2022-04-15T16:00:00Z,0.26546138658875357,122937
,,288,samples,2022-04-03T16:00:00Z,2022-05-03T15:59:59Z,2022-04-15T16:00:00Z,120,122937
,,289,energy,2022-04-03T16:00:00Z,2022-05-03T15:59:59Z,2022-04-15T17:00:00Z,0.26721962485837725,122937
,,289,samples,2022-04-03T16:00:00Z,2022-05-03T15:59:59Z,2022-04-15T17:00:00Z,120,122937
,,290,energy,2022-04-03T16:00:00Z,2022-05-03T15:59:59Z,2022-04-15T18:00:00Z,0.26535057521475475,122937
,,290,samples,2022-04-03T16:00:00Z,2022-05-03T15:59:59Z,2022-04-15T18:00:00Z,120,122937
,,291,energy,2022-04-03T16:00:00Z,2022-05-03T15:59:59Z,2022-04-15T19:00:00Z,0.26884111599487304,122937
,,291,samples,2022-04-03T16:00:00Z,2022-05-03T15:59:59Z,2022-04-15T19:00:00Z,120,122937
,,292,energy,2022-04-03T16:00:00Z,2022-05-03T15:59:59Z,2022-04-15T20:00:00Z,0.26558157208984795,122937
,,292,samples,2022-04-03T16:00:00Z,2022-05-03T15:59:59Z,2022-04-15T20:00:00Z,120,122937
,,293,energy,2022-04-03T16:00:00Z,2022-05-03T15:59:59Z,2022-04-15T21:00:00Z,0.2679034612474526,122937
,,293,samples,2022-04-03T16:00:00Z,2022-05-03T15:59:59Z,2022-04-15T21:00:00Z,120,122937
,,294,energy,2022-04-03T16:00:00Z,2022-05-03T15:59:59Z,2022-04-15T22:00:00Z,0.26116618597665153,122937
,,294,samples,2022-04-03T16:00:00Z,2022-05-03T15:59:59Z,2022-04-15T22:00:00Z,120,122937
,,295,energy,2022-04-03T16:00:00Z,2022-05-03T15:59:59Z,2022-04-15T23:00:00Z,0.26598585728997975,122937
,,295,samples,2022-04-03T16:00:00Z,2022-05-03T15:59:59Z,2022-04-15T23:00:00Z,120,122937
,,296,energy,2022-04-03T16:00:00Z,2022-05-03T15:59:59Z,2022-04-16T00:00:00Z,0.26617912778874714,122937
,,296,samples,2022-04-03T16:00:00Z,2022-05-03T15:59:59Z,2022-04-16T00:00:00Z,120,122937
,,297,energy,2022-04-03T16:00:00Z,2022-05-03T15:59:59Z,2022-04-16T01:00:00Z,0.2617461177851995,122937
,,297,samples,2022-04-03T16:00:00Z,2022-05-03T15:59:59Z,2022-04-16T01:00:00Z,120,122937
,,298,energy,2022-04-03T16:00:00Z,2022-05-03T15:59:59Z,2022-04-16T02:00:00Z,0.26485236857851663,122937
,,298,samples,2022-04-03T16:00:00Z,2022-05-03T15:59:59Z,2022-04-16T02:00:00Z,120,122937
,,299,energy,2022-04-03T16:00:00Z,2022-05-03T15:59:59Z,2022-04-16T03:00:00Z,0.26566059864566804,122937
,,299,samples,2022-04-03T16:00:00Z,2022-05-03T15:59:59Z,2022-04-16T03:00:00Z,120,122937
,,300,energy,2022-04-03T16:00:00Z,2022-05-03T15:59:59Z,2022-04-16T04:00:00Z,0.26780103235976327,122937
,,300,samples,2022-04-03T16:00:00Z,2022-05-03T15:59:59Z,2022-04-16T04:00:00Z,120,122937
,,301,energy,2022-04-03T16:00:00Z,2022-05-03T15:59:59Z,2022-04-16T05:00:00Z,0.2674542161143578,122937
,,301,samples,2022-04-03T16:00:00Z,2022-05-03T15:59:59Z,2022-04-16T05:00:00Z,120,122937
,,302,energy,2022-04-03T16:00:00Z,2022-05-03T15:59:59Z,2022-04-16T06:00:00Z,0.2658316299676344,122937
,,302,samples,2022-04-03T16:00:00Z,2022-05-03T15:59:59Z,2022-04-16T06:00:00Z,120,122937
,,303,energy,2022-04-03T16:00:00Z,2022-05-03T15:59:59Z,2022-04-16T07:00:00Z,0.2660041994693926,122937
,,303,samples,2022-04-03T16:00:00Z,2022-05-03T15:59:59Z,2022-04-16T07:00:00Z,120,122937
,,304,energy,2022-04-03T16:00:00Z,2022-05-03T15:59:59Z,2022-04-16T08:00:00Z,0.26399067457954406,122937
,,304,samples,2022-04-03T16:00:00Z,2022-05-03T15:59:59Z,2022-04-16T08:00:00Z,120,122937
,,305,energy,2022-04-03T16:00:00Z,2022-05-03T15:59:59Z,2022-04-16T09:00:00Z,0.2679018525784005,122937
,,305,samples,2022-04-03T16:00:00Z,2022-05-03T15:59:59Z,2022-04-16T09:00:00Z,120,122937
,,306,energy,2022-04-03T16:00:00Z,2022-05-03T15:59:59Z,2022-04-16T10:00:00Z,0.2674517511943902,122937
,,306,samples,2022-04-03T16:00:00Z,2022-05-03T15:59:59Z,2022-04-16T10:00:00Z,120,122937
,,307,energy,2022-04-03T16:00:00Z,2022-05-03T15:59:59Z,2022-04-16T11:00:00Z,0.2650449509798558,122937
,,307,samples,2022-04-03T16:00:00Z,2022-05-03T15:59:59Z,2022-04-16T11:00:00Z,120,122937
,,308,energy,2022-04-03T16:00:00Z,2022-05-03T15:59:59Z,2022-04-16T12:00:00Z,0.2715998158436881,122937
,,308,samples,2022-04-03T16:00:00Z,2022-05-03T15:59:59Z,2022-04-16T12:00:00Z,120,122937
,,309,energy,2022-04-03T16:00:00Z,2022-05-03T15:59:59Z,2022-04-16T13:00:00Z,0.2675223477963257,122937
,,309,samples,2022-04-03T16:00:00Z,2022-05-03T15:59:59Z,2022-04-16T13:00:00Z,120,122937
,,310,energy,2022-04-03T16:00:00Z,2022-05-03T15:59:59Z,2022-04-16T14:00:00Z,0.27016857728152377,122937
,,310,samples,2022-04-03T16:00:00Z,2022-05-03T15:59:59Z,2022-04-16T14:00:00Z,120,122937
,,311,energy,2022-04-03T16:00:00Z,2022-05-03T15:59:59Z,2022-04-16T15:00:00Z,0.26860480002963594,122937
,,311,samples,2022-04-03T16:00:00Z,2022-05-03T15:59:59Z,2022-04-16T15:00:00Z,120,122937
,,312,energy,2022-04-03T16:00:00Z,2022-05-03T15:59:59Z,2022-04-16T16:00:00Z,0.2635574525129784,122937
,,312,samples,2022-04-03T16:00:00Z,2022-05-03T15:59:59Z,2022-04-16T16:00:00Z,120,122937
,,313,energy,2022-04-03T16:00:00Z,2022-05-03T15:59:59Z,2022-04-16T17:00:00Z,0.2660146670216412,122937
,,313,samples,2022-04-03T16:00:00Z,2022-05-03T15:59:59Z,2022-04-16T17:00:00Z,120,122937
,,314,energy,2022-04-03T16:00:00Z,2022-05-03T15:59:59Z,2022-04-16T18:00:00Z,0.2625414678276062,122937
,,314,samples,2022-04-03T16:00:00Z,2022-05-03T15:59:59Z,2022-04-16T18:00:00Z,120,122937
,,315,energy,2022-04-03T16:00:00Z,2022-05-03T15:59:59Z,2022-04-16T19:00:00Z,0.2395576456132253,122937
,,315,samples,2022-04-03T16:00:00Z,2022-05-03T15:59:59Z,2022-04-16T19:00:00Z,120,122937
,,316,energy,2022-04-03T16:00:00Z,2022-05-03T15:59:59Z,2022-04-16T20:00:00Z,0.2633659138139004,122937
,,316,samples,2022-04-03T16:00:00Z,2022-05-03T15:59:59Z,2022-04-16T20:00:00Z,120,122937
,,317,energy,2022-04-03T16:00:00Z,2022-05-03T15:59:59Z,2022-04-16T21:00:00Z,0.26586607677015095,122937
,,317,samples,2022-04-03T16:00:00Z,2022-05-03T15:59:59Z,2022-04-16T21:00:00Z,120,122937
,,318,energy,2022-04-03T16:00:00Z,2022-05-03T15:59:59Z,2022-04-16T22:00:00Z,0.2592485345001687,122937
,,318,samples,2022-04-03T16:00:00Z,2022-05-03T15:59:59Z,2022-04-16T22:00:00Z,120,122937
,,319,energy,2022-04-03T16:00:00Z,2022-05-03T15:59:59Z,2022-04-16T23:00:00Z,0.2659586333792877,122937
,,319,samples,2022-04-03T16:00:00Z,2022-05-03T15:59:59Z,2022-04-16T23:00:00Z,120,122937
,,320,energy,2022-04-03T16:00:00Z,2022-05-03T15:59:59Z,2022-04-17T00:00:00Z,0.26783191110758886,122937
,,320,samples,2022-04-03T16:00:00Z,2022-05-03T15:59:59Z,2022-04-17T00:00:00Z,120,122937
,,321,energy,2022-04-03T16:00:00Z,2022-05-03T15:59:59Z,2022-04-17T01:00:00Z,0.26452219528512316,122937
,,321,samples,2022-04-03T16:00:00Z,2022-05-03T15:59:59Z,2022-04-17T01:00:00Z,120,122937
,,322,energy,2022-04-03T16:00:00Z,2022-05-03T15:59:59Z,2022-04-17T02:00:00Z,0.2663729872618018,122937
,,322,samples,2022-04-03T16:00:00Z,2022-05-03T15:59:59Z,2022-04-17T02:00:00Z,120,122937
,,323,energy,2022-04-03T16:00:00Z,2022-05-03T15:59:59Z,2022-04-17T03:00:00Z,0.26304230235719045,122937
,,323,samples,2022-04-03T16:00:00Z,2022-05-03T15:59:59Z,2022-04-17T03:00:00Z,120,122937
,,324,energy,2022-04-03T16:00:00Z,2022-05-03T15:59:59Z,2022-04-17T04:00:00Z,0.26706912022174406,122937
,,324,samples,2022-04-03T16:00:00Z,2022-05-03T15:59:59Z,2022-04-17T04:00:00Z,120,122937
,,325,energy,2022-04-03T16:00:00Z,2022-05-03T15:59:59Z,2022-04-17T05:00:00Z,0.2622248918891991,122937
,,325,samples,2022-04-03T16:00:00Z,2022-05-03T15:59:59Z,2022-04-17T05:00:00Z,120,122937
,,326,energy,2022-04-03T16:00:00Z,2022-05-03T15:59:59Z,2022-04-17T06:00:00Z,0.26660587116382173,122937
,,326,samples,2022-04-03T16:00:00Z,2022-05-03T15:59:59Z,2022-04-17T06:00:00Z,120,122937
,,327,energy,2022-04-03T16:00:00Z,2022-05-03T15:59:59Z,2022-04-17T07:00:00Z,0.26218664516994905,122937
,,327,samples,2022-04-03T16:00:00Z,2022-05-03T15:59:59Z,2022-04-17T07:00:00Z,120,122937
,,328,energy,2022-04-03T16:00:00Z,2022-05-03T15:59:59Z,2022-04-17T08:00:00Z,0.2659880524533971,122937
,,328,samples,2022-04-03T16:00:00Z,2022-05-03T15:59:59Z,2022-04-17T08:00:00Z,120,122937
,,329,energy,2022-04-03T16:00:00Z,2022-05-03T15:59:59Z,2022-04-17T09:00:00Z,0.26456307814917246,122937
,,329,samples,2022-04-03T16:00:00Z,2022-05-03T15:59:59Z,2022-04-17T09:00:00Z,120,122937
,,330,energy,2022-04-03T16:00:00Z,2022-05-03T15:59:59Z,2022-04-17T10:00:00Z,0.267346805909089,122937
,,330,samples,2022-04-03T16:00:00Z,2022-05-03T15:59:59Z,2022-04-17T10:00:00Z,120,122937
,,331,energy,2022-04-03T16:00:00Z,2022-05-03T15:59:59Z,2022-04-17T11:00:00Z,0.26494042415033126,122937
,,331,samples,2022-04-03T16:00:00Z,2022-05-03T15:59:59Z,2022-04-17T11:00:00Z,120,122937
,,332,energy,2022-04-03T16:00:00Z,2022-05-03T15:59:59Z,2022-04-17T12:00:00Z,0.2690513292698669,122937
,,332,samples,2022-04-03T16:00:00Z,2022-05-03T15:59:59Z,2022-04-17T12:00:00Z,120,122937
,,333,energy,2022-04-03T16:00:00Z,2022-05-03T15:59:59Z,2022-04-17T13:00:00Z,0.26668150867459617,122937
,,333,samples,2022-04-03T16:00:00Z,2022-05-03T15:59:59Z,2022-04-17T13:00:00Z,120,122937
,,334,energy,2022-04-03T16:00:00Z,2022-05-03T15:59:59Z,2022-04-17T14:00:00Z,0.269775493707623,122937
,,334,samples,2022-04-03T16:00:00Z,2022-05-03T15:59:59Z,2022-04-17T14:00:00Z,120,122937
,,335,energy,2022-04-03T16:00:00Z,2022-05-03T15:59:59Z,2022-04-17T15:00:00Z,0.2676675424667782,122937
,,335,samples,2022-04-03T16:00:00Z,2022-05-03T15:59:59Z,2022-04-17T15:00:00Z,120,122937
,,336,energy,2022-04-03T16:00:00Z,2022-05-03T15:59:59Z,2022-04-17T16:00:00Z,0.2649810812729221,122937
,,336,samples,2022-04-03T16:00:00Z,2022-05-03T15:59:59Z,2022-04-17T16:00:00Z,120,122937
,,337,energy,2022-04-03T16:00:00Z,2022-05-03T15:59:59Z,2022-04-17T17:00:00Z,0.26499737185112426,122937
,,337,samples,2022-04-03T16:00:00Z,2022-05-03T15:59:59Z,2022-04-17T17:00:00Z,120,122937
,,338,energy,2022-04-03T16:00:00Z,2022-05-03T15:59:59Z,2022-04-17T18:00:00Z,0.26633033593376587,122937
,,338,samples,2022-04-03T16:00:00Z,2022-05-03T15:59:59Z,2022-04-17T18:00:00Z,120,122937
,,339,energy,2022-04-03T16:00:00Z,2022-05-03T15:59:59Z,2022-04-17T19:00:00Z,0.26678051680740356,122937
,,339,samples,2022-04-03T16:00:00Z,2022-05-03T15:59:59Z,2022-04-17T19:00:00Z,120,122937
